Layer, Type, Ni, inW, inH, No, outW, outH, Ni/G, dataflowType, preFetch, preFetchAlign, procSize, inPlaneSize, dmaFreq, dmaFreqWt, kernelFreq, In-Read-memSpace, In-Read-accessor, In-Read-pitch, In-Read-width, In-Read-height, In-Read-size, In-Read-accessOffset, In-Read-baseAddress, In-Write-memSpace, In-Write-accessor, In-Write-pitch, In-Write-width, In-Write-height, In-Write-size, In-Write-accessOffset, In-Write-baseAddress, Out-Read-memSpace, Out-Read-accessor, Out-Read-pitch, Out-Read-width, Out-Read-height, Out-Read-size, Out-Read-accessOffset, Out-Read-baseAddress, Out-Write-memSpace, Out-Write-accessor, Out-Write-pitch, Out-Write-width, Out-Write-height, Out-Write-size, Out-Write-accessOffset, Out-Write-baseAddress, Wt-Read-memSpace, Wt-Read-accessor, Wt-Read-pitch, Wt-Read-width, Wt-Read-height, Wt-Read-size, Wt-Read-accessOffset, Wt-Read-baseAddress, Wt-Write-memSpace, Wt-Write-accessor, Wt-Write-pitch, Wt-Write-width, Wt-Write-height, Wt-Write-size, Wt-Write-accessOffset, Wt-Write-baseAddress, Wt-Oneshot-memSpace, Wt-Oneshot-accessor, Wt-Oneshot-pitch, Wt-Oneshot-width, Wt-Oneshot-height, Wt-Oneshot-size, Wt-Oneshot-accessOffset, Wt-Oneshot-baseAddress, 
 60,   Resize, 160, 40, 22, 160, 80, 44, 160,  COL, 0, 0, 985, 985, 1, 1, 1,,,,,,,,, L2, DMA, 1107, 1107, 160, 177152, 0, 0, ,,,,,,,, MSMC, CPU, 3776, 3727, 160, 604288, 82, 2e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 61,   Concat, 256, 80, 44, 256, 80, 44, 256,  COL, 0, 0, 3564, 3564, 8, 1, 8,,,,,,,,, L2, DMA, 3807, 3807, 64, 243712, 0, 0, ,,,,,,,, MSMC, CPU, 3776, 3727, 256, 966784, 82, 2e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 62,     Conv, 256, 80, 44, 128, 80, 44, 256, ROW_L, 0, 0, 768, 3564, 5, 1, 5,,,,,,,,, L2, DMA, 1600, 1600, 256, 411904, 0, 0, ,,,,,,,, MSMC, CPU, 3776, 3727, 128, 483456, 82, 2e, ,,,,,,,, L2, DMA, 320, 257, 128, 40960, 0, 64900, ,,,,,,,, 
 63,     Conv, 128, 80, 44, 128, 80, 44, 128, ROW_L, 164, 192, 1024, 3727, 4, 1, 4,,,,,,,,, L2, DMA, 2240, 2240, 128, 288768, 0, 0, ,,,,,,,, MSMC, CPU, 3776, 3727, 128, 483456, 82, 23792e, ,,,,,,,, L2, DMA, 1216, 1153, 128, 155648, 0, 46800, ,,,,,,,, 
 64,   Resize, 128, 80, 44, 128, 160, 88, 128,  COL, 0, 0, 3727, 3727, 4, 1, 4,,,,,,,,, L2, DMA, 3807, 3807, 64, 243712, 0, 0, ,,,,,,,, MSMC, CPU, 14528, 14491, 128, 1859712, 162, 5e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 65,   Concat, 160, 160, 88, 160, 160, 88, 160,  COL, 0, 0, 14168, 14168, 20, 1, 20,,,,,,,,, L2, DMA, 14651, 14651, 16, 234496, 0, 0, ,,,,,,,, MSMC, CPU, 14528, 14491, 160, 2324608, 162, 5e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 66,     Conv, 160, 160, 88, 64, 160, 88, 160, ROW_L, 0, 0, 1280, 14168, 12, 1, 12,,,,,,,,, L2, DMA, 2624, 2624, 160, 432640, 0, 0, ,,,,,,,, MSMC, CPU, 14528, 14491, 64, 929920, 162, 5e, ,,,,,,,, L2, DMA, 192, 161, 64, 12288, 0, 69a00, ,,,,,,,, 
 67,     Conv, 64, 160, 88, 64, 160, 88, 64, ROW_L, 324, 384, 2880, 14491, 5, 1, 5,,,,,,,,, L2, DMA, 6208, 6208, 64, 405888, 0, 0, ,,,,,,,, MSMC, CPU, 14528, 14491, 64, 929920, 162, 4cbf5e, ,,,,,,,, L2, DMA, 704, 577, 64, 45056, 0, 63180, ,,,,,,,, 
 68,   Resize, 64, 160, 88, 64, 320, 176, 64,  COL, 0, 0, 14491, 14491, 8, 1, 8,,,,,,,,, L2, DMA, 14651, 14651, 16, 234496, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 64, 3657856, 322, 3e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 69,   Concat, 88, 320, 176, 88, 320, 176, 88,  COL, 0, 0, 56496, 56496, 44, 1, 44,,,,,,,,, L2, DMA, 57459, 57459, 4, 229888, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 88, 5029504, 322, 3e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 70,     Conv, 88, 320, 176, 64, 320, 176, 88, ROW_L, 0, 0, 2176, 56496, 26, 1, 26,,,,,,,,, L2, DMA, 4416, 4416, 88, 440832, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 64, 3657856, 322, 3e, ,,,,,,,, L2, DMA, 192, 89, 64, 12288, 0, 6ba00, ,,,,,,,, 
 71,     Conv, 64, 320, 176, 32, 320, 176, 64, ROW_L, 644, 704, 2624, 57139, 22, 1, 22,,,,,,,,, L2, DMA, 5952, 5952, 64, 433408, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 32, 1828992, 322, 3e, ,,,,,,,, L2, DMA, 704, 577, 32, 22528, 0, 69d00, MSMC, DMA_ONCE, 704, 577, 32, 22528, 0, 7b3f80, 
 72,     Conv, 32, 320, 176, 32, 320, 176, 32, ROW_L, 644, 704, 5888, 57139, 10, 1, 10,,,,,,,,, L2, DMA, 12480, 12480, 32, 446464, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 32, 1828992, 322, 3e, ,,,,,,,, L2, DMA, 320, 289, 32, 10240, 0, 6d000, ,,,,,,,, 
 73,     Conv, 32, 320, 176, 1, 320, 176, 32, ROW_L, 0, 0, 6400, 56496, 9, 1, 9,,,,,,,,, L2, DMA, 12864, 12864, 32, 456448, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 1, 57344, 322, 1be8be, ,,,,,,,, L2, DMA, 33, 33, 1, 128, 0, 6f700, ,,,,,,,, 
 74, BatchNorm, 1, 320, 176, 1, 320, 176, 1,  COL, 0, 0, 56496, 56496, 1, 1, 1,,,,,,,,, L2, DMA, 57459, 57459, 1, 57472, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 1, 57344, 322, 1be8be, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 75, BatchNorm, 1, 320, 176, 1, 320, 176, 1,  COL, 0, 0, 56496, 56496, 1, 1, 1,,,,,,,,, L2, DMA, 57459, 57459, 1, 57472, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 1, 57344, 322, 1be8be, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 83, DataConvert, 1, 320, 176, 1, 320, 176, 1,  COL, 0, 0, 56496, 56496, 1, 1, 1,,,,,,,,, L2, DMA, 57459, 57459, 1, 57472, 0, 0, MSMC, CPU, 225280, 225280, 1, 225280, 0, 1cc880, DDR, DMA, 225280, 225280, 1, 226304, 0, 0, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 86,     Data, 1, 320, 176, 0, 0, 0, 1, FRAME, 0, 0, 56320, 56320, 1, 1, 1,,,,,,,,, L2, DMA, 0, 56320, 1, 0, 0, 0, ,,,,,,,, DDR, CPU, 3604480, 0, 0, 10814464, 0, 0, ,,,,,,,, L2, CPU, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 76,     Conv, 32, 320, 176, 4, 320, 176, 32, ROW_L, 0, 0, 6400, 56496, 9, 1, 9,,,,,,,,, L2, DMA, 12864, 12864, 32, 456448, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 4, 228736, 322, 1be8be, ,,,,,,,, L2, DMA, 33, 33, 4, 256, 0, 6f700, MSMC, DMA_ONCE, 33, 33, 4, 256, 0, 7b9f00, 
 77, BatchNorm, 4, 320, 176, 4, 320, 176, 4,  COL, 0, 0, 56496, 56496, 1, 1, 1,,,,,,,,, L2, DMA, 57459, 57459, 4, 229888, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 4, 228736, 322, 1be8be, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 78, BatchNorm, 4, 320, 176, 4, 320, 176, 4,  COL, 0, 0, 56496, 56496, 1, 1, 1,,,,,,,,, L2, DMA, 57459, 57459, 4, 229888, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 4, 228736, 322, 1be8be, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 82, DataConvert, 4, 320, 176, 4, 320, 176, 4,  COL, 0, 0, 56496, 56496, 4, 1, 4,,,,,,,,, L2, DMA, 57459, 57459, 2, 114944, 0, 0, MSMC, CPU, 225280, 225280, 4, 450560, 0, 1f6600, DDR, DMA, 225280, 225280, 4, 902144, 0, 0, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 85,     Data, 4, 320, 176, 0, 0, 0, 4, FRAME, 0, 0, 56320, 56320, 1, 1, 1,,,,,,,,, L2, DMA, 0, 56320, 2, 0, 0, 0, ,,,,,,,, DDR, CPU, 3604480, 0, 0, 10814464, 0, 0, ,,,,,,,, L2, CPU, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 79,     Conv, 32, 320, 176, 1, 320, 176, 32, ROW_L, 0, 0, 6400, 56496, 9, 1, 9,,,,,,,,, L2, DMA, 12864, 12864, 32, 456448, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 1, 57344, 322, 3e, ,,,,,,,, L2, DMA, 33, 33, 1, 128, 0, 6f700, ,,,,,,,, 
 80, BatchNorm, 1, 320, 176, 1, 320, 176, 1,  COL, 0, 0, 56496, 56496, 1, 1, 1,,,,,,,,, L2, DMA, 57459, 57459, 1, 57472, 0, 0, ,,,,,,,, MSMC, CPU, 57152, 57139, 1, 57344, 322, 3e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 81, DataConvert, 1, 320, 176, 1, 320, 176, 1,  COL, 0, 0, 56496, 56496, 1, 1, 1,,,,,,,,, L2, DMA, 57459, 57459, 1, 57472, 0, 0, MSMC, CPU, 225280, 225280, 1, 225280, 0, e000, DDR, DMA, 225280, 225280, 1, 226304, 0, 0, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 84,     Data, 1, 320, 176, 0, 0, 0, 1, FRAME, 0, 0, 56320, 56320, 1, 1, 1,,,,,,,,, L2, DMA, 0, 56320, 1, 0, 0, 0, ,,,,,,,, DDR, CPU, 3604480, 0, 0, 10814464, 0, 0, ,,,,,,,, L2, CPU, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
