Layer, Type, Ni, inW, inH, No, outW, outH, Ni/G, dataflowType, preFetch, preFetchAlign, procSize, inPlaneSize, dmaFreq, dmaFreqWt, kernelFreq, In-Read-memSpace, In-Read-accessor, In-Read-pitch, In-Read-width, In-Read-height, In-Read-size, In-Read-accessOffset, In-Read-baseAddress, In-Write-memSpace, In-Write-accessor, In-Write-pitch, In-Write-width, In-Write-height, In-Write-size, In-Write-accessOffset, In-Write-baseAddress, Out-Read-memSpace, Out-Read-accessor, Out-Read-pitch, Out-Read-width, Out-Read-height, Out-Read-size, Out-Read-accessOffset, Out-Read-baseAddress, Out-Write-memSpace, Out-Write-accessor, Out-Write-pitch, Out-Write-width, Out-Write-height, Out-Write-size, Out-Write-accessOffset, Out-Write-baseAddress, Wt-Read-memSpace, Wt-Read-accessor, Wt-Read-pitch, Wt-Read-width, Wt-Read-height, Wt-Read-size, Wt-Read-accessOffset, Wt-Read-baseAddress, Wt-Write-memSpace, Wt-Write-accessor, Wt-Write-pitch, Wt-Write-width, Wt-Write-height, Wt-Write-size, Wt-Write-accessOffset, Wt-Write-baseAddress, Wt-Oneshot-memSpace, Wt-Oneshot-accessor, Wt-Oneshot-pitch, Wt-Oneshot-width, Wt-Oneshot-height, Wt-Oneshot-size, Wt-Oneshot-accessOffset, Wt-Oneshot-baseAddress, 
 0,     Data, 3, 448, 448, 3, 448, 448, 3, FRAME, 0, 0, 51380224, 51380224, 1, 1, 1,,,,,,,,, DDR, DMA, 802816, 51380224, 2, 2409472, 0, 0, ,,,,,,,, DDR, CPU, 802816, 802816, 3, 2409472, 0, 0, ,,,,,,,, L2, CPU, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 1, DataConvert, 3, 448, 448, 3, 448, 448, 3,  COL, 0, 0, 200704, 802816, 12, 1, 12,,,,,,,,, L2, DMA, 401408, 401408, 1, 401408, 0, 0, ,,,,,,,, MSMC, CPU, 202051, 202051, 3, 606336, 450, 3e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 2,     Conv, 3, 448, 448, 12, 224, 224, 3, ROW_C, 450, 450, 64656, 201602, 4, 1, 4,,,,,,,,, L2, DMA, 131072, 131072, 3, 393216, 0, 0, ,,,,,,,, MSMC, CPU, 50880, 50851, 12, 610688, 226, 9511e, ,,,,,,,, L2, DMA_ONCE, 28, 28, 12, 384, 0, 6f600, ,,,,,,,, 
 3,     Conv, 12, 224, 224, 32, 224, 224, 12, ROW_L, 452, 512, 17728, 50851, 3, 1, 3,,,,,,,,, L2, DMA, 36032, 36032, 12, 450048, 0, 0, ,,,,,,,, MSMC, CPU, 50880, 50851, 32, 1628288, 226, 1e, ,,,,,,,, L2, DMA, 192, 109, 32, 6144, 0, 6de00, ,,,,,,,, 
 4,     Conv, 32, 224, 224, 64, 112, 112, 32, ROW_L, 226, 226, 5850, 50626, 9, 1, 9,,,,,,,,, L2, DMA, 11968, 11968, 32, 423936, 0, 0, ,,,,,,,, MSMC, CPU, 12992, 12883, 64, 831616, 114, 18d88e, ,,,,,,,, L2, DMA, 320, 289, 64, 20480, 0, 67800, ,,,,,,,, 
 5,     Conv, 64, 112, 112, 32, 112, 112, 64, ROW_L, 0, 0, 3392, 12656, 4, 1, 4,,,,,,,,, L2, DMA, 6848, 6848, 64, 445056, 0, 0, ,,,,,,,, MSMC, CPU, 12992, 12883, 32, 415872, 114, e, ,,,,,,,, L2, DMA, 192, 65, 32, 6144, 0, 6ca80, ,,,,,,,, 
 6,     Conv, 64, 112, 112, 32, 112, 112, 64, ROW_L, 0, 0, 3392, 12656, 4, 1, 4,,,,,,,,, L2, DMA, 6848, 6848, 64, 445056, 0, 0, ,,,,,,,, MSMC, CPU, 12992, 12883, 32, 415872, 114, 6588e, ,,,,,,,, L2, DMA, 192, 65, 32, 6144, 0, 6ca80, MSMC, DMA_ONCE, 192, 65, 32, 6144, 0, 7b8200, 
 7,     Conv, 32, 112, 112, 32, 112, 112, 32, ROW_L, 0, 0, 7040, 12656, 2, 1, 2,,,,,,,,, L2, DMA, 14144, 14144, 32, 452608, 0, 0, ,,,,,,,, MSMC, CPU, 12992, 12883, 32, 415872, 114, cb10e, ,,,,,,,, L2, DMA, 33, 33, 32, 1152, 0, 6e800, MSMC, DMA_ONCE, 33, 33, 32, 1152, 0, 7b9a00, 
 8,     Conv, 32, 112, 112, 32, 112, 112, 32, ROW_L, 228, 256, 6784, 12883, 2, 1, 2,,,,,,,,, L2, DMA, 13888, 13888, 32, 444416, 0, 0, ,,,,,,,, MSMC, CPU, 12992, 12883, 32, 415872, 114, cb10e, ,,,,,,,, L2, DMA, 320, 289, 32, 10240, 0, 6c800, ,,,,,,,, 
 9,  EltWise, 64, 112, 112, 32, 112, 112, 64,  COL, 0, 0, 12656, 12656, 4, 1, 4,,,,,,,,, L2, DMA, 12995, 12995, 16, 415872, 0, 0, ,,,,,,,, MSMC, CPU, 12992, 12883, 32, 415872, 114, 6588e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 10,   Concat, 64, 112, 112, 64, 112, 112, 64,  COL, 0, 0, 12656, 12656, 4, 1, 4,,,,,,,,, L2, DMA, 12995, 12995, 32, 415872, 0, 0, ,,,,,,,, MSMC, CPU, 12992, 12883, 64, 831616, 114, cb10e, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 11,     Conv, 64, 112, 112, 64, 112, 112, 64, ROW_L, 0, 0, 3328, 12656, 4, 1, 4,,,,,,,,, L2, DMA, 6720, 6720, 64, 436736, 0, 0, ,,,,,,,, MSMC, CPU, 12992, 12883, 64, 831616, 114, e, ,,,,,,,, L2, DMA, 192, 65, 64, 12288, 0, 6aa00, ,,,,,,,, 
 12,     Conv, 64, 112, 112, 128, 56, 56, 64, ROW_L, 114, 114, 2712, 12770, 5, 1, 5,,,,,,,,, L2, DMA, 5568, 5568, 64, 364544, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 128, 434304, 58, cb0c6, ,,,,,,,, L2, DMA, 704, 577, 128, 90112, 0, 59000, ,,,,,,,, 
 13,     Conv, 128, 56, 56, 64, 56, 56, 128, ROW_L, 0, 0, 1664, 3192, 2, 1, 2,,,,,,,,, L2, DMA, 3392, 3392, 128, 434176, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 46, ,,,,,,,, L2, DMA, 192, 129, 64, 12288, 0, 6a000, ,,,,,,,, 
 14,     Conv, 128, 56, 56, 64, 56, 56, 128, ROW_L, 0, 0, 1664, 3192, 2, 1, 2,,,,,,,,, L2, DMA, 3392, 3392, 128, 434176, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 350c6, ,,,,,,,, L2, DMA, 192, 129, 64, 12288, 0, 6a000, ,,,,,,,, 
 15,     Conv, 64, 56, 56, 64, 56, 56, 64, ROW_L, 0, 0, 3192, 3192, 1, 1, 1,,,,,,,,, L2, DMA, 3264, 3264, 64, 208896, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 6a146, ,,,,,,,, L2, DMA, 192, 65, 64, 12288, 0, 33000, ,,,,,,,, 
 16,     Conv, 64, 56, 56, 64, 56, 56, 64, ROW_L, 116, 128, 3072, 3307, 2, 1, 2,,,,,,,,, L2, DMA, 6336, 6336, 64, 405504, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 6a146, ,,,,,,,, L2, DMA, 704, 577, 64, 45056, 0, 63000, ,,,,,,,, 
 17,  EltWise, 128, 56, 56, 64, 56, 56, 128,  COL, 0, 0, 3192, 3192, 2, 1, 2,,,,,,,,, L2, DMA, 3420, 3420, 64, 437760, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 350c6, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 18,     Conv, 64, 56, 56, 64, 56, 56, 64, ROW_L, 0, 0, 3192, 3192, 1, 1, 1,,,,,,,,, L2, DMA, 3264, 3264, 64, 208896, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 6a146, ,,,,,,,, L2, DMA, 192, 65, 64, 12288, 0, 33000, ,,,,,,,, 
 19,     Conv, 64, 56, 56, 64, 56, 56, 64, ROW_L, 116, 128, 3072, 3307, 2, 1, 2,,,,,,,,, L2, DMA, 6336, 6336, 64, 405504, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 6a146, ,,,,,,,, L2, DMA, 704, 577, 64, 45056, 0, 63000, ,,,,,,,, 
 20,  EltWise, 128, 56, 56, 64, 56, 56, 128,  COL, 0, 0, 3192, 3192, 2, 1, 2,,,,,,,,, L2, DMA, 3420, 3420, 64, 437760, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 350c6, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 21,     Conv, 64, 56, 56, 64, 56, 56, 64, ROW_L, 0, 0, 3192, 3192, 1, 1, 1,,,,,,,,, L2, DMA, 3264, 3264, 64, 208896, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 6a146, ,,,,,,,, L2, DMA, 192, 65, 64, 12288, 0, 33000, ,,,,,,,, 
 22,     Conv, 64, 56, 56, 64, 56, 56, 64, ROW_L, 116, 128, 3072, 3307, 2, 1, 2,,,,,,,,, L2, DMA, 6336, 6336, 64, 405504, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 6a146, ,,,,,,,, L2, DMA, 704, 577, 64, 45056, 0, 63000, ,,,,,,,, 
 23,  EltWise, 128, 56, 56, 64, 56, 56, 128,  COL, 0, 0, 3192, 3192, 2, 1, 2,,,,,,,,, L2, DMA, 3420, 3420, 64, 437760, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 64, 217216, 58, 350c6, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 24,   Concat, 128, 56, 56, 128, 56, 56, 128,  COL, 0, 0, 3192, 3192, 2, 1, 2,,,,,,,,, L2, DMA, 3420, 3420, 128, 437760, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 128, 434304, 58, 6a146, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 25,     Conv, 128, 56, 56, 128, 56, 56, 128, ROW_L, 0, 0, 1600, 3192, 2, 1, 2,,,,,,,,, L2, DMA, 3264, 3264, 128, 417792, 0, 0, ,,,,,,,, MSMC, CPU, 3392, 3307, 128, 434304, 58, 46, ,,,,,,,, L2, DMA, 192, 129, 128, 24576, 0, 66000, ,,,,,,,, 
 26,     Conv, 128, 56, 56, 256, 28, 28, 128, ROW_L, 58, 58, 456, 3250, 7, 1, 7,,,,,,,,, L2, DMA, 1088, 1088, 128, 141440, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 256, 245888, 30, 88162, ,,,,,,,, L2, DMA, 1216, 1153, 256, 311296, 0, 22880, ,,,,,,,, 
 27,     Conv, 256, 28, 28, 128, 28, 28, 256, ROW_L, 0, 0, 812, 812, 1, 1, 1,,,,,,,,, L2, DMA, 832, 832, 256, 212992, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, 6a0e2, ,,,,,,,, L2, DMA, 320, 257, 128, 40960, 0, 34000, ,,,,,,,, 
 28,     Conv, 256, 28, 28, 128, 28, 28, 256, ROW_L, 0, 0, 812, 812, 1, 1, 1,,,,,,,,, L2, DMA, 832, 832, 256, 212992, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, 88162, ,,,,,,,, L2, DMA, 320, 257, 128, 40960, 0, 34000, ,,,,,,,, 
 29,     Conv, 128, 28, 28, 128, 28, 28, 128, ROW_L, 0, 0, 812, 812, 1, 1, 1,,,,,,,,, L2, DMA, 832, 832, 128, 106496, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, a61e2, ,,,,,,,, L2, DMA, 192, 129, 128, 24576, 0, 1a000, ,,,,,,,, 
 30,     Conv, 128, 28, 28, 128, 28, 28, 128, ROW_L, 60, 64, 807, 871, 1, 1, 1,,,,,,,,, L2, DMA, 960, 960, 128, 122880, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, a61e2, ,,,,,,,, L2, DMA, 1216, 1153, 128, 155648, 0, 1e000, ,,,,,,,, 
 31,  EltWise, 256, 28, 28, 128, 28, 28, 256,  COL, 0, 0, 812, 812, 2, 1, 2,,,,,,,,, L2, DMA, 986, 986, 128, 252416, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, 88162, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 32,     Conv, 128, 28, 28, 128, 28, 28, 128, ROW_L, 0, 0, 812, 812, 1, 1, 1,,,,,,,,, L2, DMA, 832, 832, 128, 106496, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, a61e2, ,,,,,,,, L2, DMA, 192, 129, 128, 24576, 0, 1a000, ,,,,,,,, 
 33,     Conv, 128, 28, 28, 128, 28, 28, 128, ROW_L, 60, 64, 807, 871, 1, 1, 1,,,,,,,,, L2, DMA, 960, 960, 128, 122880, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, a61e2, ,,,,,,,, L2, DMA, 1216, 1153, 128, 155648, 0, 1e000, ,,,,,,,, 
 34,  EltWise, 256, 28, 28, 128, 28, 28, 256,  COL, 0, 0, 812, 812, 2, 1, 2,,,,,,,,, L2, DMA, 986, 986, 128, 252416, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, 88162, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 35,     Conv, 128, 28, 28, 128, 28, 28, 128, ROW_L, 0, 0, 812, 812, 1, 1, 1,,,,,,,,, L2, DMA, 832, 832, 128, 106496, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, a61e2, ,,,,,,,, L2, DMA, 192, 129, 128, 24576, 0, 1a000, ,,,,,,,, 
 36,     Conv, 128, 28, 28, 128, 28, 28, 128, ROW_L, 60, 64, 807, 871, 1, 1, 1,,,,,,,,, L2, DMA, 960, 960, 128, 122880, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, a61e2, ,,,,,,,, L2, DMA, 1216, 1153, 128, 155648, 0, 1e000, ,,,,,,,, 
 37,  EltWise, 256, 28, 28, 128, 28, 28, 256,  COL, 0, 0, 812, 812, 2, 1, 2,,,,,,,,, L2, DMA, 986, 986, 128, 252416, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 128, 123008, 30, 88162, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 38,   Concat, 256, 28, 28, 256, 28, 28, 256,  COL, 0, 0, 812, 812, 2, 1, 2,,,,,,,,, L2, DMA, 986, 986, 256, 252416, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 256, 245888, 30, a61e2, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 39,     Conv, 256, 28, 28, 256, 28, 28, 256, ROW_L, 0, 0, 640, 812, 2, 1, 2,,,,,,,,, L2, DMA, 1344, 1344, 256, 344064, 0, 0, ,,,,,,,, MSMC, CPU, 960, 871, 256, 245888, 30, 6a0e2, ,,,,,,,, L2, DMA, 320, 257, 256, 81920, 0, 54000, ,,,,,,,, 
 40,     Conv, 256, 28, 28, 384, 14, 14, 256, ROW_L, 30, 30, 232, 842, 4, 24, 24,,,,,,,,, L2, DMA, 576, 576, 256, 147840, 0, 0, ,,,,,,,, MSMC, CPU, 320, 241, 384, 123008, 16, 184170, ,,,,,,,, L2, DMA, 2368, 2305, 128, 303104, 0, 24180, MSMC, DMA_ONCE, 2368, 2305, 384, 909312, 0, 596200, 
 41,     Conv, 384, 14, 14, 192, 14, 14, 384, ROW_L, 0, 0, 210, 210, 1, 1, 1,,,,,,,,, L2, DMA, 320, 320, 384, 122880, 0, 0, ,,,,,,,, MSMC, CPU, 320, 241, 192, 61568, 16, a6170, ,,,,,,,, L2, DMA, 448, 385, 192, 86016, 0, 1e000, ,,,,,,,, 
 42,     Conv, 384, 14, 14, 192, 14, 14, 384, ROW_L, 0, 0, 210, 210, 1, 1, 1,,,,,,,,, L2, DMA, 320, 320, 384, 122880, 0, 0, ,,,,,,,, MSMC, CPU, 320, 241, 192, 61568, 16, b51f0, ,,,,,,,, L2, DMA, 448, 385, 192, 86016, 0, 1e000, ,,,,,,,, 
 43,     Conv, 192, 14, 14, 192, 14, 14, 192, ROW_L, 0, 0, 210, 210, 1, 1, 1,,,,,,,,, L2, DMA, 320, 320, 192, 61440, 0, 0, ,,,,,,,, MSMC, CPU, 320, 241, 192, 61568, 16, c4270, ,,,,,,,, L2, DMA, 320, 193, 192, 61440, 0, f000, ,,,,,,,, 
 44,     Conv, 192, 14, 14, 192, 14, 14, 192, ROW_L, 32, 64, 177, 241, 1, 1, 1,,,,,,,,, L2, DMA, 320, 320, 192, 61440, 0, 0, ,,,,,,,, MSMC, CPU, 320, 241, 192, 61568, 16, d32f0, ,,,,,,,, L2, DMA, 1856, 1729, 192, 356352, 0, f000, ,,,,,,,, 
 45,  EltWise, 384, 14, 14, 192, 14, 14, 384,  COL, 0, 0, 210, 210, 2, 1, 2,,,,,,,,, L2, DMA, 330, 330, 192, 126720, 0, 0, ,,,,,,,, MSMC, CPU, 320, 241, 192, 61568, 16, b51f0, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 46,   Concat, 384, 14, 14, 384, 14, 14, 384,  COL, 0, 0, 210, 210, 2, 1, 2,,,,,,,,, L2, DMA, 330, 330, 384, 126720, 0, 0, ,,,,,,,, MSMC, CPU, 320, 241, 384, 123008, 16, c4270, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 47,     Conv, 384, 14, 14, 384, 14, 14, 384, ROW_L, 0, 0, 210, 210, 1, 1, 1,,,,,,,,, L2, DMA, 320, 320, 384, 122880, 0, 0, ,,,,,,,, MSMC, CPU, 320, 241, 384, 123008, 16, a6170, ,,,,,,,, L2, DMA, 448, 385, 384, 172032, 0, 1e000, ,,,,,,,, 
 48,     Conv, 384, 14, 14, 512, 7, 7, 384, ROW_L, 16, 16, 210, 226, 1, 16, 16,,,,,,,,, L2, DMA, 320, 320, 384, 122880, 0, 0, ,,,,,,,, MSMC, CPU, 192, 73, 512, 98432, 9, 27c1f7, ,,,,,,,, L2, DMA, 3520, 3457, 64, 225280, 0, 1e000, MSMC, DMA_ONCE, 3520, 3457, 512, 1802240, 0, 294200, 
 49,     Conv, 512, 7, 7, 256, 7, 7, 512, ROW_L, 0, 0, 56, 56, 1, 1, 1,,,,,,,,, L2, DMA, 56, 56, 512, 28672, 0, 0, ,,,,,,,, MSMC, CPU, 192, 73, 256, 49280, 9, c41f7, ,,,,,,,, L2, DMA, 576, 513, 256, 147456, 0, 7000, ,,,,,,,, 
 50,     Pool, 256, 7, 7, 256, 7, 7, 256,  COL, 0, 0, 73, 73, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 256, 49152, 0, 80, ,,,,,,,, MSMC, CPU, 192, 73, 256, 49280, 9, d0277, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 51,     Pool, 256, 7, 7, 256, 7, 7, 256,  COL, 0, 0, 73, 73, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 256, 49152, 0, 80, ,,,,,,,, MSMC, CPU, 192, 73, 256, 49280, 9, dc2f7, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 52,     Pool, 256, 7, 7, 256, 7, 7, 256,  COL, 0, 0, 73, 73, 1, 1, 1,,,,,,,,, L2, DMA, 192, 192, 256, 49152, 0, 80, ,,,,,,,, MSMC, CPU, 192, 73, 256, 49280, 9, e8377, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 53,   Concat, 1024, 7, 7, 1024, 7, 7, 1024,  COL, 0, 0, 56, 56, 4, 1, 4,,,,,,,,, L2, DMA, 192, 192, 512, 98304, 0, 0, ,,,,,,,, MSMC, CPU, 192, 73, 1024, 196736, 9, f43f7, ,,,,,,,, L2, DMA, 0, 0, 0, 0, 0, ffffffff, ,,,,,,,, 
 54,     Conv, 1024, 7, 7, 512, 7, 7, 1024, ROW_L, 0, 0, 56, 56, 1, 4, 4,,,,,,,,, L2, DMA, 56, 56, 1024, 57344, 0, 0, ,,,,,,,, MSMC, CPU, 192, 73, 512, 98432, 9, c41f7, ,,,,,,,, L2, DMA, 1088, 1025, 256, 278528, 0, e000, MSMC, DMA, 1088, 1025, 512, 557056, 0, 124400, 
 55,     Conv, 512, 7, 7, 256, 7, 7, 512, ROW_L, 0, 0, 56, 56, 1, 1, 1,,,,,,,,, L2, DMA, 56, 56, 512, 28672, 0, 0, ,,,,,,,, MSMC, CPU, 192, 73, 256, 49280, 9, dc277, ,,,,,,,, L2, DMA, 576, 513, 256, 147456, 0, 7000, ,,,,,,,, 
 56,     Conv, 512, 7, 7, 256, 7, 7, 512, ROW_L, 0, 0, 56, 56, 1, 1, 1,,,,,,,,, L2, DMA, 56, 56, 512, 28672, 0, 0, ,,,,,,,, MSMC, CPU, 192, 73, 256, 49280, 9, c41f7, ,,,,,,,, L2, DMA, 576, 513, 256, 147456, 0, 7000, ,,,,,,,, 
 57,     Conv, 256, 7, 7, 256, 7, 7, 256, ROW_L, 0, 0, 56, 56, 1, 1, 1,,,,,,,,, L2, DMA, 56, 56, 256, 14336, 0, 0, ,,,,,,,, MSMC, CPU, 192, 73, 256, 49280, 9, c41f7, ,,,,,,,, L2, DMA, 320, 257, 256, 81920, 0, 3800, ,,,,,,,, 
